"COD_VIAJE","CLIENTE","UBICACION","CANTIDAD","PILOTO","Q","CREDITO","UNIDAD","FECHA"
10001762,"HOSPITAL LAS AMERICAS",76001,328,"Pedro Alvarez Parejo",82,90,"Panel","09-2018"
10001763,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1224,"Felipe Villatoro",306,30,"Camion Grande","09-2018"
10001764,"UBIQUO LABS",76002,1186,"Juan Francisco Portillo Gomez",296.5,90,"Camion Grande","09-2018"
10001765,"UBIQUO LABS |||FALTANTE",76002,1945,"Juan Francisco Portillo Gomez",486.25,30,"Camion Grande","09-2018"
10001766,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1464,"Fernando Mariano Berrio",366,90,"Camion Grande","09-2018"
10001767,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1383,"Hector Aragones Frutos",345.75,60,"Camion Grande","09-2018"
10001768,"TIENDA LA BENDICION / Despacho a cliente",76001,641,"Hector Giron",160.25,90,"Camion Pequeño","09-2018"
10001769,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,430,"Fernando Mariano Berrio",107.5,60,"Panel","09-2018"
10001770,"HOSPITAL LAS AMERICAS",76001,1741,"Hector Giron",435.25,30,"Camion Grande","09-2018"
10001771,"TAQUERIA EL CHINITO",76001,1820,"Felipe Villatoro",455,60,"Camion Grande","09-2018"
10001772,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1555,"Felipe Villatoro",388.75,30,"Camion Grande","09-2018"
10001773,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1754,"Ismael Rodero Monteagudo",438.5,30,"Camion Grande","09-2018"
10001774,"POLLO PINULITO|||FALTANTE",76002,1473,"Ismael Rodero Monteagudo",368.25,30,"Camion Grande","09-2018"
10001775,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1632,"Hector Giron",408,30,"Camion Grande","09-2018"
10001776,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1470,"Hector Giron",367.5,90,"Camion Grande","09-2018"
10001777,"POLLO PINULITO/Despacho a cliente",76002,1562,"Juan Francisco Portillo Gomez",390.5,60,"Camion Grande","09-2018"
10001778,"EL GALLO NEGRO / Despacho a cliente",76001,293,"Juan Francisco Portillo Gomez",73.25,30,"Panel","09-2018"
10001779,"TAQUERIA EL CHINITO",76001,1053,"Angel Valdez Alegria",263.25,30,"Camion Grande","09-2018"
10001780,"UBIQUO LABS",76002,525,"Angel Valdez Alegria",131.25,60,"Camion Pequeño","09-2018"
10001781,"EL GALLO NEGRO / Despacho a cliente",76002,618,"Hector Giron",154.5,30,"Camion Pequeño","09-2018"
10001782,"TAQUERIA EL CHINITO",76002,654,"Ismael Rodero Monteagudo",163.5,30,"Camion Pequeño","09-2018"
10001783,"UBIQUO LABS",76002,923,"Hector Giron",230.75,60,"Camion Pequeño","09-2018"
10001784,"TAQUERIA EL CHINITO |||Faltante",76001,511,"Ismael Rodero Monteagudo",127.75,30,"Camion Pequeño","10-2018"
10001785,"EL GALLO NEGRO |||DEVOLUCION",76002,349,"Luis Jaime Urbano",87.25,60,"Panel","10-2018"
10001786,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1278,"Felipe Villatoro",319.5,60,"Camion Grande","10-2018"
10001787,"EL GALLO NEGRO |||DEVOLUCION",76002,356,"Angel Valdez Alegria",89,90,"Panel","10-2018"
10001788,"EL PINCHE OBELISCO / Despacho a cliente",76001,1427,"Angel Valdez Alegria",356.75,30,"Camion Grande","10-2018"
10001789,"UBIQUO LABS |||FALTANTE",76001,1949,"Angel Valdez Alegria",487.25,90,"Camion Grande","10-2018"
10001790,"POLLO PINULITO|||FALTANTE",76002,1586,"Pedro Alvarez Parejo",396.5,60,"Camion Grande","10-2018"
10001791,"UBIQUO LABS",76002,1368,"Felipe Villatoro",342,60,"Camion Grande","10-2018"
10001792,"EL GALLO NEGRO |||DEVOLUCION",76002,568,"Hector Giron",142,60,"Camion Pequeño","10-2018"
10001793,"TAQUERIA EL CHINITO",76001,864,"Ismael Rodero Monteagudo",216,60,"Camion Pequeño","10-2018"
10001794,"EL PINCHE OBELISCO / Despacho a cliente",76002,1219,"Angel Valdez Alegria",304.75,60,"Camion Grande","10-2018"
10001795,"HOSPITAL LAS AMERICAS",76001,425,"Felipe Villatoro",106.25,90,"Panel","10-2018"
10001796,"EL GALLO NEGRO |||DEVOLUCION",76001,1006,"Hector Aragones Frutos",251.5,30,"Camion Grande","10-2018"
10001797,"TIENDA LA BENDICION / Despacho a cliente",76002,1882,"Ismael Rodero Monteagudo",470.5,60,"Camion Grande","10-2018"
10001798,"TAQUERIA EL CHINITO |||Faltante",76001,249,"Juan Francisco Portillo Gomez",62.25,60,"Panel","10-2018"
10001799,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1323,"Hector Aragones Frutos",330.75,90,"Camion Grande","10-2018"
10001800,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1236,"Juan Francisco Portillo Gomez",309,30,"Camion Grande","10-2018"
10001801,"EL PINCHE OBELISCO / Despacho a cliente",76002,1161,"Pedro Alvarez Parejo",290.25,90,"Camion Grande","10-2018"
10001802,"EL PINCHE OBELISCO |||Faltante",76001,1453,"Hector Giron",363.25,60,"Camion Grande","10-2018"
10001803,"TAQUERIA EL CHINITO",76001,822,"Felipe Villatoro",205.5,90,"Camion Pequeño","10-2018"
10001804,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1230,"Fernando Mariano Berrio",307.5,30,"Camion Grande","10-2018"
10001805,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,702,"Pedro Alvarez Parejo",175.5,90,"Camion Pequeño","10-2018"
10001806,"EL GALLO NEGRO |||DEVOLUCION",76002,1387,"Angel Valdez Alegria",346.75,90,"Camion Grande","10-2018"
10001807,"UBIQUO LABS |||FALTANTE",76001,412,"Hector Aragones Frutos",103,60,"Panel","10-2018"
10001808,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1533,"Ismael Rodero Monteagudo",383.25,30,"Camion Grande","10-2018"
10001809,"UBIQUO LABS |||FALTANTE",76002,1945,"Hector Aragones Frutos",486.25,90,"Camion Grande","10-2018"
10001810,"TAQUERIA EL CHINITO |||Faltante",76002,571,"Juan Francisco Portillo Gomez",142.75,30,"Camion Pequeño","10-2018"
10001811,"EL PINCHE OBELISCO / Despacho a cliente",76001,1483,"Felipe Villatoro",370.75,30,"Camion Grande","10-2018"
10001812,"HOSPITAL LAS AMERICAS",76001,1826,"Hector Giron",456.5,90,"Camion Grande","10-2018"
10001813,"TAQUERIA EL CHINITO |||Faltante",76001,1607,"Pedro Alvarez Parejo",401.75,90,"Camion Grande","10-2018"
10001814,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1527,"Fernando Mariano Berrio",381.75,30,"Camion Grande","10-2018"
10001815,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1282,"Felipe Villatoro",320.5,30,"Camion Grande","10-2018"
10001816,"EL PINCHE OBELISCO / Despacho a cliente",76002,989,"Pedro Alvarez Parejo",247.25,60,"Camion Pequeño","10-2018"
10001817,"EL PINCHE OBELISCO |||Faltante",76001,1439,"Hector Giron",359.75,90,"Camion Grande","10-2018"
10001818,"TAQUERIA EL CHINITO |||Faltante",76002,532,"Felipe Villatoro",133,30,"Camion Pequeño","10-2018"
10001819,"EL PINCHE OBELISCO |||Faltante",76002,242,"Luis Jaime Urbano",60.5,60,"Panel","10-2018"
10001820,"BAR LA OFICINA",76002,1950,"Pedro Alvarez Parejo",487.5,90,"Camion Grande","10-2018"
10001821,"EL PINCHE OBELISCO / Despacho a cliente",76001,1149,"Hector Aragones Frutos",287.25,60,"Camion Grande","10-2018"
10001822,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1813,"Juan Francisco Portillo Gomez",453.25,90,"Camion Grande","10-2018"
10001823,"HOSPITAL LAS AMERICAS",76002,572,"Felipe Villatoro",143,90,"Camion Pequeño","10-2018"
10001824,"BAR LA OFICINA",76001,820,"Pedro Alvarez Parejo",205,30,"Camion Pequeño","10-2018"
10001825,"EL PINCHE OBELISCO / Despacho a cliente",76002,1105,"Hector Giron",276.25,60,"Camion Grande","10-2018"
10001826,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1604,"Hector Aragones Frutos",401,90,"Camion Grande","10-2018"
10001827,"HOSPITAL LAS AMERICAS",76002,371,"Luis Jaime Urbano",92.75,60,"Panel","10-2018"
10001828,"TAQUERIA EL CHINITO |||Faltante",76001,1365,"Fernando Mariano Berrio",341.25,60,"Camion Grande","10-2018"
10001829,"EL PINCHE OBELISCO |||Faltante",76002,1796,"Fernando Mariano Berrio",449,30,"Camion Grande","10-2018"
10001830,"EL PINCHE OBELISCO / Despacho a cliente",76001,1443,"Hector Giron",360.75,60,"Camion Grande","10-2018"
10001831,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1728,"Angel Valdez Alegria",432,30,"Camion Grande","10-2018"
10001832,"BAR LA OFICINA",76001,884,"Fernando Mariano Berrio",221,60,"Camion Pequeño","10-2018"
10001833,"POLLO PINULITO/Despacho a cliente",76002,1135,"Angel Valdez Alegria",283.75,30,"Camion Grande","10-2018"
10001834,"POLLO PINULITO/Despacho a cliente",76001,714,"Angel Valdez Alegria",178.5,30,"Camion Pequeño","10-2018"
10001835,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,1342,"Hector Aragones Frutos",335.5,30,"Camion Grande","10-2018"
10001836,"EL PINCHE OBELISCO / Despacho a cliente",76002,549,"Ismael Rodero Monteagudo",137.25,30,"Camion Pequeño","10-2018"
10001837,"UBIQUO LABS",76001,1303,"Felipe Villatoro",325.75,30,"Camion Grande","10-2018"
10001838,"TIENDA LA BENDICION / Despacho a cliente",76002,1437,"Pedro Alvarez Parejo",359.25,60,"Camion Grande","10-2018"
10001839,"EL GALLO NEGRO |||DEVOLUCION",76001,257,"Ismael Rodero Monteagudo",64.25,60,"Panel","10-2018"
10001840,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,429,"Fernando Mariano Berrio",107.25,60,"Panel","10-2018"
10001841,"EL GALLO NEGRO / Despacho a cliente",76002,1231,"Pedro Alvarez Parejo",307.75,60,"Camion Grande","10-2018"
10001842,"UBIQUO LABS",76002,1434,"Pedro Alvarez Parejo",358.5,60,"Camion Grande","10-2018"
10001843,"UBIQUO LABS |||FALTANTE",76001,1000,"Felipe Villatoro",250,90,"Camion Pequeño","10-2018"
10001844,"TAQUERIA EL CHINITO",76002,1148,"Ismael Rodero Monteagudo",287,90,"Camion Grande","10-2018"
10001845,"TAQUERIA EL CHINITO |||Faltante",76001,1347,"Hector Aragones Frutos",336.75,60,"Camion Grande","10-2018"
10001846,"UBIQUO LABS |||FALTANTE",76001,802,"Hector Aragones Frutos",200.5,30,"Camion Pequeño","10-2018"
10001847,"BAR LA OFICINA",76001,1919,"Hector Aragones Frutos",479.75,30,"Camion Grande","10-2018"
10001848,"UBIQUO LABS",76001,717,"Juan Francisco Portillo Gomez",179.25,60,"Camion Pequeño","10-2018"
10001849,"EL GALLO NEGRO |||DEVOLUCION",76002,838,"Fernando Mariano Berrio",209.5,90,"Camion Pequeño","10-2018"
10001850,"HOSPITAL LAS AMERICAS",76001,324,"Fernando Mariano Berrio",81,90,"Panel","10-2018"
10001851,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1309,"Ismael Rodero Monteagudo",327.25,60,"Camion Grande","10-2018"
10001852,"UBIQUO LABS |||FALTANTE",76001,1333,"Hector Giron",333.25,30,"Camion Grande","10-2018"
10001853,"TAQUERIA EL CHINITO",76002,1496,"Luis Jaime Urbano",374,90,"Camion Grande","10-2018"
10001854,"TIENDA LA BENDICION / Despacho a cliente",76002,327,"Felipe Villatoro",81.75,30,"Panel","10-2018"
10001855,"EL PINCHE OBELISCO / Despacho a cliente",76001,1662,"Hector Aragones Frutos",415.5,30,"Camion Grande","10-2018"
10001856,"BAR LA OFICINA",76002,1479,"Ismael Rodero Monteagudo",369.75,30,"Camion Grande","10-2018"
10001857,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,939,"Ismael Rodero Monteagudo",234.75,60,"Camion Pequeño","10-2018"
10001858,"EL GALLO NEGRO |||DEVOLUCION",76002,429,"Felipe Villatoro",107.25,30,"Panel","10-2018"
10001859,"UBIQUO LABS |||FALTANTE",76002,1734,"Hector Giron",433.5,90,"Camion Grande","10-2018"
10001860,"UBIQUO LABS",76001,667,"Juan Francisco Portillo Gomez",166.75,90,"Camion Pequeño","10-2018"
10001861,"EL GALLO NEGRO / Despacho a cliente",76002,1054,"Fernando Mariano Berrio",263.5,60,"Camion Grande","10-2018"
10001862,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,913,"Felipe Villatoro",228.25,30,"Camion Pequeño","10-2018"
10001863,"UBIQUO LABS |||FALTANTE",76001,1583,"Hector Aragones Frutos",395.75,90,"Camion Grande","10-2018"
10001864,"EL PINCHE OBELISCO |||Faltante",76002,1067,"Hector Giron",266.75,90,"Camion Grande","10-2018"
10001865,"POLLO PINULITO|||FALTANTE",76001,1206,"Fernando Mariano Berrio",301.5,30,"Camion Grande","10-2018"
10001866,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1366,"Angel Valdez Alegria",341.5,30,"Camion Grande","10-2018"
10001867,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1651,"Fernando Mariano Berrio",412.75,90,"Camion Grande","10-2018"
10001868,"BAR LA OFICINA",76002,481,"Felipe Villatoro",120.25,90,"Panel","10-2018"
10001869,"UBIQUO LABS",76001,975,"Ismael Rodero Monteagudo",243.75,30,"Camion Pequeño","10-2018"
10001870,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,981,"Felipe Villatoro",245.25,90,"Camion Pequeño","10-2018"
10001871,"ABARROTERIA EBENEZER/Despacho a cliente",76001,558,"Hector Giron",139.5,30,"Camion Pequeño","10-2018"
10001872,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,476,"Pedro Alvarez Parejo",119,30,"Panel","10-2018"
10001873,"ABARROTERIA EBENEZER/Despacho a cliente",76002,791,"Fernando Mariano Berrio",197.75,60,"Camion Pequeño","10-2018"
10001874,"EL GALLO NEGRO / Despacho a cliente",76002,353,"Angel Valdez Alegria",88.25,60,"Panel","10-2018"
10001875,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1812,"Angel Valdez Alegria",453,30,"Camion Grande","10-2018"
10001876,"TIENDA LA BENDICION / Despacho a cliente",76002,884,"Felipe Villatoro",221,60,"Camion Pequeño","10-2018"
10001877,"TAQUERIA EL CHINITO",76001,1055,"Luis Jaime Urbano",263.75,30,"Camion Grande","10-2018"
10001878,"EL GALLO NEGRO / Despacho a cliente",76002,831,"Luis Jaime Urbano",207.75,60,"Camion Pequeño","10-2018"
10001879,"EL GALLO NEGRO |||DEVOLUCION",76002,623,"Luis Jaime Urbano",155.75,60,"Camion Pequeño","10-2018"
10001880,"ABARROTERIA EBENEZER/Despacho a cliente",76001,488,"Hector Aragones Frutos",122,30,"Panel","10-2018"
10001881,"UBIQUO LABS |||FALTANTE",76001,980,"Angel Valdez Alegria",245,90,"Camion Pequeño","10-2018"
10001882,"TAQUERIA EL CHINITO",76002,1772,"Hector Giron",443,30,"Camion Grande","10-2018"
10001883,"UBIQUO LABS |||FALTANTE",76001,1164,"Fernando Mariano Berrio",291,60,"Camion Grande","10-2018"
10001884,"EL PINCHE OBELISCO / Despacho a cliente",76001,695,"Angel Valdez Alegria",173.75,90,"Camion Pequeño","10-2018"
10001885,"BAR LA OFICINA",76002,904,"Pedro Alvarez Parejo",226,30,"Camion Pequeño","10-2018"
10001886,"BAR LA OFICINA",76002,1022,"Angel Valdez Alegria",255.5,90,"Camion Grande","10-2018"
10001887,"BAR LA OFICINA",76001,671,"Luis Jaime Urbano",167.75,60,"Camion Pequeño","10-2018"
10001888,"EL GALLO NEGRO |||DEVOLUCION",76001,523,"Pedro Alvarez Parejo",130.75,60,"Camion Pequeño","10-2018"
10001889,"UBIQUO LABS |||FALTANTE",76001,988,"Luis Jaime Urbano",247,90,"Camion Pequeño","10-2018"
10001890,"TAQUERIA EL CHINITO",76001,550,"Juan Francisco Portillo Gomez",137.5,30,"Camion Pequeño","10-2018"
10001891,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1314,"Juan Francisco Portillo Gomez",328.5,60,"Camion Grande","10-2018"
10001892,"EL PINCHE OBELISCO |||Faltante",76001,956,"Juan Francisco Portillo Gomez",239,60,"Camion Pequeño","10-2018"
10001893,"UBIQUO LABS |||FALTANTE",76001,1432,"Fernando Mariano Berrio",358,90,"Camion Grande","10-2018"
10001894,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,805,"Pedro Alvarez Parejo",201.25,60,"Camion Pequeño","10-2018"
10001895,"EL PINCHE OBELISCO / Despacho a cliente",76002,1710,"Ismael Rodero Monteagudo",427.5,60,"Camion Grande","10-2018"
10001896,"POLLO PINULITO|||FALTANTE",76002,1496,"Juan Francisco Portillo Gomez",374,60,"Camion Grande","10-2018"
10001897,"TAQUERIA EL CHINITO |||Faltante",76002,1771,"Felipe Villatoro",442.75,60,"Camion Grande","10-2018"
10001898,"TAQUERIA EL CHINITO",76001,1416,"Juan Francisco Portillo Gomez",354,30,"Camion Grande","10-2018"
10001899,"EL GALLO NEGRO / Despacho a cliente",76001,237,"Felipe Villatoro",59.25,60,"Panel","10-2018"
10001900,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76002,1771,"Angel Valdez Alegria",442.75,60,"Camion Grande","10-2018"
10001901,"TAQUERIA EL CHINITO",76002,625,"Fernando Mariano Berrio",156.25,30,"Camion Pequeño","10-2018"
10001902,"TAQUERIA EL CHINITO",76001,254,"Pedro Alvarez Parejo",63.5,30,"Panel","10-2018"
10001903,"TAQUERIA EL CHINITO",76001,789,"Ismael Rodero Monteagudo",197.25,30,"Camion Pequeño","10-2018"
10001904,"TIENDA LA BENDICION / Despacho a cliente",76002,1191,"Hector Aragones Frutos",297.75,90,"Camion Grande","10-2018"
10001905,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1947,"Hector Aragones Frutos",486.75,60,"Camion Grande","10-2018"
10001906,"ABARROTERIA EBENEZER/Despacho a cliente",76001,1121,"Hector Giron",280.25,30,"Camion Grande","10-2018"
10001907,"HOSPITAL LAS AMERICAS",76002,1960,"Ismael Rodero Monteagudo",490,60,"Camion Grande","10-2018"
10001908,"EL PINCHE OBELISCO |||Faltante",76001,1272,"Pedro Alvarez Parejo",318,90,"Camion Grande","10-2018"
10001909,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,889,"Hector Giron",222.25,60,"Camion Pequeño","10-2018"
10001910,"ABARROTERIA EBENEZER/Despacho a cliente",76002,709,"Pedro Alvarez Parejo",177.25,60,"Camion Pequeño","10-2018"
10001911,"UBIQUO LABS",76002,981,"Felipe Villatoro",245.25,90,"Camion Pequeño","10-2018"
10001912,"EL PINCHE OBELISCO / Despacho a cliente",76001,840,"Ismael Rodero Monteagudo",210,90,"Camion Pequeño","10-2018"
10001913,"EL PINCHE OBELISCO / Despacho a cliente",76002,1145,"Felipe Villatoro",286.25,60,"Camion Grande","10-2018"
10001914,"TAQUERIA EL CHINITO",76001,893,"Hector Giron",223.25,30,"Camion Pequeño","10-2018"
10001915,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1674,"Pedro Alvarez Parejo",418.5,30,"Camion Grande","10-2018"
10001916,"EL GALLO NEGRO / Despacho a cliente",76001,1110,"Fernando Mariano Berrio",277.5,90,"Camion Grande","10-2018"
10001917,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1341,"Fernando Mariano Berrio",335.25,60,"Camion Grande","10-2018"
10001918,"EL PINCHE OBELISCO |||Faltante",76002,999,"Luis Jaime Urbano",249.75,60,"Camion Pequeño","10-2018"
10001919,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,628,"Ismael Rodero Monteagudo",157,90,"Camion Pequeño","10-2018"
10001920,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,356,"Luis Jaime Urbano",89,90,"Panel","10-2018"
10001921,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,1596,"Felipe Villatoro",399,30,"Camion Grande","10-2018"
10001922,"EL PINCHE OBELISCO |||Faltante",76002,1855,"Ismael Rodero Monteagudo",463.75,60,"Camion Grande","10-2018"
10001923,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1262,"Pedro Alvarez Parejo",315.5,90,"Camion Grande","10-2018"
10001924,"TIENDA LA BENDICION / Despacho a cliente",76002,620,"Ismael Rodero Monteagudo",155,60,"Camion Pequeño","10-2018"
10001925,"EL PINCHE OBELISCO |||Faltante",76001,647,"Angel Valdez Alegria",161.75,30,"Camion Pequeño","10-2018"
10001926,"POLLO PINULITO|||FALTANTE",76002,417,"Pedro Alvarez Parejo",104.25,60,"Panel","10-2018"
10001927,"EL PINCHE OBELISCO / Despacho a cliente",76002,1865,"Luis Jaime Urbano",466.25,90,"Camion Grande","10-2018"
10001928,"UBIQUO LABS",76001,889,"Fernando Mariano Berrio",222.25,90,"Camion Pequeño","10-2018"
10001929,"ABARROTERIA EBENEZER/Despacho a cliente",76001,821,"Luis Jaime Urbano",205.25,90,"Camion Pequeño","10-2018"
10001930,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,918,"Juan Francisco Portillo Gomez",229.5,90,"Camion Pequeño","10-2018"
10001931,"TAQUERIA EL CHINITO |||Faltante",76002,1399,"Hector Giron",349.75,60,"Camion Grande","10-2018"
10001932,"TAQUERIA EL CHINITO",76002,597,"Luis Jaime Urbano",149.25,60,"Camion Pequeño","10-2018"
10001933,"HOSPITAL LAS AMERICAS",76001,638,"Ismael Rodero Monteagudo",159.5,30,"Camion Pequeño","10-2018"
10001934,"SPORTA, S.A./Despacho a cliente |||Faltante",76002,1921,"Ismael Rodero Monteagudo",480.25,60,"Camion Grande","10-2018"
10001935,"UNIVERSIDAD FRANCISCO MARROQUIN/Despacho a cliente",76001,284,"Juan Francisco Portillo Gomez",71,90,"Panel","10-2018"
10001936,"POLLO PINULITO/Despacho a cliente",76001,387,"Pedro Alvarez Parejo",96.75,60,"Panel","10-2018"
10001937,"TIENDA LA BENDICION / Despacho a cliente",76001,374,"Hector Giron",93.5,30,"Panel","10-2018"
10001938,"TAQUERIA EL CHINITO |||Faltante",76002,1878,"Pedro Alvarez Parejo",469.5,30,"Camion Grande","10-2018"
10001939,"EL PINCHE OBELISCO / Despacho a cliente",76002,1969,"Hector Aragones Frutos",492.25,60,"Camion Grande","10-2018"
10001940,"POLLO PINULITO/Despacho a cliente",76001,1199,"Luis Jaime Urbano",299.75,60,"Camion Grande","10-2018"
10001941,"ABARROTERIA EBENEZER/Despacho a cliente",76002,1480,"Pedro Alvarez Parejo",370,90,"Camion Grande","10-2018"
10001942,"POLLO PINULITO/Despacho a cliente",76002,1809,"Angel Valdez Alegria",452.25,60,"Camion Grande","10-2018"
10001943,"HOSPITAL LAS AMERICAS",76001,1058,"Luis Jaime Urbano",264.5,60,"Camion Grande","10-2018"
10001944,"POLLO PINULITO|||FALTANTE",76002,708,"Luis Jaime Urbano",177,90,"Camion Pequeño","10-2018"
10001945,"ABARROTERIA EBENEZER/Despacho a cliente",76002,355,"Pedro Alvarez Parejo",88.75,60,"Panel","10-2018"
10001946,"BAR LA OFICINA",76002,374,"Fernando Mariano Berrio",93.5,90,"Panel","10-2018"
10001947,"HOSPITAL ROOSEVELT / Despacho a cliente",76002,1641,"Hector Giron",410.25,90,"Camion Grande","10-2018"
10001948,"TAQUERIA EL CHINITO",76001,1771,"Hector Aragones Frutos",442.75,30,"Camion Grande","10-2018"
10001949,"TAQUERIA EL CHINITO",76002,1166,"Juan Francisco Portillo Gomez",291.5,60,"Camion Grande","10-2018"
10001950,"BAR LA OFICINA",76002,691,"Fernando Mariano Berrio",172.75,60,"Camion Pequeño","10-2018"
10001951,"TAQUERIA EL CHINITO |||Faltante",76001,1658,"Hector Aragones Frutos",414.5,30,"Camion Grande","10-2018"
10001952,"BAR LA OFICINA",76001,670,"Pedro Alvarez Parejo",167.5,30,"Camion Pequeño","10-2018"
10001953,"ABARROTERIA EBENEZER/Despacho a cliente",76002,832,"Hector Giron",208,90,"Camion Pequeño","10-2018"
10001954,"EL PINCHE OBELISCO / Despacho a cliente",76001,205,"Luis Jaime Urbano",51.25,60,"Panel","10-2018"
10001955,"HOSPITAL ROOSEVELT / Despacho a cliente",76001,1562,"Pedro Alvarez Parejo",390.5,90,"Camion Grande","10-2018"
10001956,"EL PINCHE OBELISCO / Despacho a cliente",76002,980,"Pedro Alvarez Parejo",245,60,"Camion Pequeño","10-2018"
10001957,"EL GALLO NEGRO |||DEVOLUCION",76002,1297,"Angel Valdez Alegria",324.25,90,"Camion Grande","10-2018"
10001958,"TAQUERIA EL CHINITO",76002,1817,"Ismael Rodero Monteagudo",454.25,30,"Camion Grande","10-2018"
10001959,"TIENDA LA BENDICION / Despacho a cliente",76002,676,"Juan Francisco Portillo Gomez",169,90,"Camion Pequeño","10-2018"
10001960,"EL PINCHE OBELISCO / Despacho a cliente",76001,1880,"Luis Jaime Urbano",470,30,"Camion Grande","10-2018"
10001961,"POLLO PINULITO/Despacho a cliente",76001,578,"Fernando Mariano Berrio",144.5,60,"Camion Pequeño","10-2018"
10001962,"HOSPITAL LAS AMERICAS",76001,1762,"Angel Valdez Alegria",440.5,30,"Camion Grande","10-2018"
10001963,"TIENDA LA BENDICION / Despacho a cliente",76002,1737,"Felipe Villatoro",434.25,60,"Camion Grande","10-2018"
10001964,"TAQUERIA EL CHINITO |||Faltante",76002,1819,"Felipe Villatoro",454.75,30,"Camion Grande","10-2018"
10001965,"TAQUERIA EL CHINITO",76002,508,"Felipe Villatoro",127,90,"Camion Pequeño","10-2018"
10001966,"SPORTA, S.A./Despacho a cliente |||Faltante",76001,446,"Ismael Rodero Monteagudo",111.5,90,"Panel","10-2018"
10001967,"HOSPITAL LAS AMERICAS",76002,597,"Hector Aragones Frutos",149.25,30,"Camion Pequeño","10-2018"
10001968,"TAQUERIA EL CHINITO",76002,1771,"Ismael Rodero Monteagudo",442.75,90,"Camion Grande","10-2018"
10001969,"EL PINCHE OBELISCO |||Faltante",76002,1808,"Fernando Mariano Berrio",452,30,"Camion Grande","10-2018"
10001970,"POLLO PINULITO|||FALTANTE",76002,1720,"Felipe Villatoro",430,30,"Camion Grande","10-2018"
10001971,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76002,1483,"Ismael Rodero Monteagudo",370.75,30,"Camion Grande","10-2018"
10001972,"CHICHARRONERIA EL RICO COLESTEROL |||Faltante",76001,1155,"Pedro Alvarez Parejo",288.75,90,"Camion Grande","10-2018"
10001973,"POLLO PINULITO/Despacho a cliente",76002,1011,"Juan Francisco Portillo Gomez",252.75,90,"Camion Grande","10-2018"
10001974,"EL GALLO NEGRO |||DEVOLUCION",76001,1228,"Luis Jaime Urbano",307,30,"Camion Grande","10-2018"
10001975,"EL PINCHE OBELISCO / Despacho a cliente",76001,1751,"Juan Francisco Portillo Gomez",437.75,90,"Camion Grande","10-2018"
10001976,"EL GALLO NEGRO / Despacho a cliente",76001,1874,"Hector Giron",468.5,30,"Camion Grande","10-2018"
10001977,"TAQUERIA EL CHINITO |||Faltante",76001,1679,"Fernando Mariano Berrio",419.75,60,"Camion Grande","10-2018"
